order_date,orders,customers,revenue,units,returns,aov,return_rate
2025-01-31,35,34,198799.09,52,5,5679.974,0.14285714285714285
2025-02-01,29,29,120381.51000000001,40,6,4151.086551724138,0.20689655172413793
2025-02-02,21,21,74809.3,30,3,3562.347619047619,0.14285714285714285
2025-02-03,29,29,106658.87,43,2,3677.892068965517,0.06896551724137931
2025-02-04,21,21,138417.2,28,3,6591.295238095238,0.14285714285714285
2025-02-05,25,25,140582.63999999998,38,7,5623.3056,0.28
2025-02-06,16,16,129816.03,22,2,8113.501875,0.125
2025-02-07,24,23,112102.44,41,3,4670.935,0.125
2025-02-08,25,25,132050.27,38,2,5282.0108,0.08
2025-02-09,19,19,85730.58,26,1,4512.135789473684,0.05263157894736842
2025-02-10,20,20,120321.62999999999,27,5,6016.081499999999,0.25
2025-02-11,28,28,152660.8,44,3,5452.171428571428,0.10714285714285714
2025-02-12,25,25,187242.07,44,1,7489.6828000000005,0.04
2025-02-13,31,31,171655.66,52,2,5537.27935483871,0.06451612903225806
2025-02-14,19,19,61920.61,27,3,3258.9794736842105,0.15789473684210525
2025-02-15,28,28,156899.75,43,1,5603.5625,0.03571428571428571
2025-02-16,30,30,166673.87,44,3,5555.795666666667,0.1
2025-02-17,21,21,104801.45999999999,27,4,4990.545714285714,0.19047619047619047
2025-02-18,18,18,131467.41,26,1,7303.745,0.05555555555555555
2025-02-19,26,26,122156.31999999999,40,4,4698.32,0.15384615384615385
2025-02-20,25,25,140859.59,38,2,5634.3836,0.08
2025-02-21,35,35,167071.81,53,3,4773.480285714286,0.08571428571428572
2025-02-22,23,23,94805.79,26,2,4121.9908695652175,0.08695652173913043
2025-02-23,19,19,80432.7,25,0,4233.3,0.0
2025-02-24,29,29,109578.76000000001,41,0,3778.5779310344833,0.0
2025-02-25,20,20,117480.95999999999,32,1,5874.048,0.05
2025-02-26,30,30,118826.79,42,5,3960.8929999999996,0.16666666666666666
2025-02-27,22,22,76594.95,28,2,3481.5886363636364,0.09090909090909091
2025-02-28,28,27,155407.28,40,1,5550.26,0.03571428571428571
2025-03-01,28,28,114744.29,37,3,4098.010357142857,0.10714285714285714
2025-03-02,26,25,122123.19,36,1,4697.045769230769,0.038461538461538464
2025-03-03,27,26,117589.83,31,4,4355.178888888889,0.14814814814814814
2025-03-04,25,25,130369.1,38,4,5214.764,0.16
2025-03-05,13,13,66024.85,17,0,5078.834615384616,0.0
2025-03-06,26,26,112663.89,33,1,4333.226538461538,0.038461538461538464
2025-03-07,31,31,116641.03,47,3,3762.613870967742,0.0967741935483871
2025-03-08,32,31,169981.44,48,1,5311.92,0.03125
2025-03-09,30,30,179503.89,39,2,5983.463000000001,0.06666666666666667
2025-03-10,28,28,126835.39,41,5,4529.835357142857,0.17857142857142858
2025-03-11,23,23,112680.25,32,0,4899.141304347826,0.0
2025-03-12,24,24,132315.44,35,1,5513.143333333333,0.041666666666666664
2025-03-13,24,24,115707.7,33,3,4821.154166666666,0.125
2025-03-14,22,22,71746.74,28,4,3261.2154545454546,0.18181818181818182
2025-03-15,31,31,187935.45,50,2,6062.433870967742,0.06451612903225806
2025-03-16,25,25,131630.02,34,2,5265.2008,0.08
2025-03-17,22,22,77662.59,28,3,3530.1177272727273,0.13636363636363635
2025-03-18,40,40,218623.89,52,2,5465.597250000001,0.05
2025-03-19,26,26,142677.33,39,1,5487.589615384615,0.038461538461538464
2025-03-20,23,23,83677.35,32,2,3638.1456521739133,0.08695652173913043
2025-03-21,24,24,199269.46,44,0,8302.894166666667,0.0
2025-03-22,29,29,152989.23,43,1,5275.490689655173,0.034482758620689655
2025-03-23,22,22,88791.90000000001,29,2,4035.995454545455,0.09090909090909091
2025-03-24,23,23,119383.94,39,1,5190.606086956522,0.043478260869565216
2025-03-25,24,24,66210.9,31,5,2758.7875,0.20833333333333334
2025-03-26,22,22,83271.16,30,4,3785.052727272727,0.18181818181818182
2025-03-27,26,26,130319.48999999999,35,3,5012.288076923077,0.11538461538461539
2025-03-28,30,30,150398.82,48,2,5013.294,0.06666666666666667
2025-03-29,27,27,187316.37,49,4,6937.643333333333,0.14814814814814814
2025-03-30,34,32,228345.73,56,3,6716.050882352942,0.08823529411764706
2025-03-31,22,22,91957.81999999999,28,1,4179.9009090909085,0.045454545454545456
2025-04-01,19,19,52188.05,27,3,2746.7394736842107,0.15789473684210525
2025-04-02,22,22,124120.47,31,3,5641.839545454545,0.13636363636363635
2025-04-03,25,24,176916.04,39,0,7076.6416,0.0
2025-04-04,12,12,49950.31,18,0,4162.525833333333,0.0
2025-04-05,28,28,160320.63,34,0,5725.736785714286,0.0
2025-04-06,23,23,110266.48,28,2,4794.194782608695,0.08695652173913043
2025-04-07,27,27,136458.26,37,2,5054.00962962963,0.07407407407407407
2025-04-08,21,21,85419.99,38,4,4067.6185714285716,0.19047619047619047
2025-04-09,18,18,86569.52,30,2,4809.417777777778,0.1111111111111111
2025-04-10,15,15,51788.33,21,0,3452.5553333333332,0.0
2025-04-11,15,15,84087.86,22,0,5605.857333333333,0.0
2025-04-12,19,19,88001.8,27,1,4631.6736842105265,0.05263157894736842
2025-04-13,29,29,188622.07,45,6,6504.209310344828,0.20689655172413793
2025-04-14,28,28,110195.01,33,3,3935.536071428571,0.10714285714285714
2025-04-15,24,24,81840.75,33,3,3410.03125,0.125
2025-04-16,25,25,67569.24,36,4,2702.7696,0.16
2025-04-17,36,36,218857.38,51,6,6079.371666666667,0.16666666666666666
2025-04-18,20,20,114702.7,30,1,5735.135,0.05
2025-04-19,21,21,91999.37,30,2,4380.922380952381,0.09523809523809523
2025-04-20,25,25,171860.79,37,2,6874.4316,0.08
2025-04-21,33,33,154274.03,44,2,4674.970606060606,0.06060606060606061
2025-04-22,40,38,170225.65,60,3,4255.64125,0.075
2025-04-23,24,24,201811.1,37,3,8408.795833333334,0.125
2025-04-24,25,25,179584.11,36,0,7183.3643999999995,0.0
2025-04-25,32,31,149507.1,42,1,4672.096875,0.03125
2025-04-26,21,21,146227.23,29,0,6963.2014285714295,0.0
2025-04-27,22,22,88844.46,31,2,4038.384545454546,0.09090909090909091
2025-04-28,20,20,112608.67,31,2,5630.4335,0.1
2025-04-29,20,20,102091.01,31,2,5104.550499999999,0.1
2025-04-30,27,27,131475.19,37,1,4869.451481481482,0.037037037037037035
2025-05-01,25,25,138830.58000000002,33,2,5553.2232,0.08
2025-05-02,20,20,62305.03,24,2,3115.2515,0.1
2025-05-03,27,27,97965.38,38,3,3628.3474074074074,0.1111111111111111
2025-05-04,18,18,78961.89,23,1,4386.7716666666665,0.05555555555555555
2025-05-05,20,20,71677.5,31,3,3583.875,0.15
2025-05-06,22,22,118045.03,34,1,5365.683181818182,0.045454545454545456
2025-05-07,15,15,105506.02,22,1,7033.734666666667,0.06666666666666667
2025-05-08,24,23,123801.56,37,1,5158.3983333333335,0.041666666666666664
2025-05-09,22,22,130194.71,31,0,5917.941363636364,0.0
2025-05-10,26,26,122457.79000000001,36,2,4709.915,0.07692307692307693
2025-05-11,23,23,113433.34,33,3,4931.884347826087,0.13043478260869565
2025-05-12,28,27,180198.29,40,4,6435.653214285715,0.14285714285714285
2025-05-13,40,40,262548.88,59,1,6563.722,0.025
2025-05-14,28,28,124702.72,41,4,4453.668571428571,0.14285714285714285
2025-05-15,20,20,91664.23999999999,29,2,4583.2119999999995,0.1
2025-05-16,28,28,200387.91999999998,39,1,7156.711428571428,0.03571428571428571
2025-05-17,16,16,62571.86,21,3,3910.74125,0.1875
2025-05-18,29,29,105362.2,35,3,3633.1793103448276,0.10344827586206896
2025-05-19,17,17,51081.05,25,1,3004.7676470588235,0.058823529411764705
2025-05-20,16,16,51281.71,22,3,3205.106875,0.1875
2025-05-21,20,20,101068.25,30,2,5053.4125,0.1
2025-05-22,28,28,129173.83,44,4,4613.351071428571,0.14285714285714285
2025-05-23,28,28,140203.94,36,5,5007.283571428571,0.17857142857142858
2025-05-24,22,22,112152.9,34,3,5097.859090909091,0.13636363636363635
2025-05-25,26,26,155844.64,38,1,5994.024615384616,0.038461538461538464
2025-05-26,35,35,156585.57,48,2,4473.873428571429,0.05714285714285714
2025-05-27,26,26,107748.92,38,3,4144.189230769231,0.11538461538461539
2025-05-28,19,19,55941.72,26,2,2944.301052631579,0.10526315789473684
2025-05-29,32,32,188317.87,47,5,5884.9334375,0.15625
2025-05-30,21,21,75627.25,30,0,3601.2976190476193,0.0
2025-05-31,13,13,58256.520000000004,17,1,4481.2707692307695,0.07692307692307693
2025-06-01,24,24,94111.96,38,5,3921.331666666667,0.20833333333333334
2025-06-02,20,20,63645.56,29,1,3182.278,0.05
2025-06-03,22,21,94591.81,28,2,4299.6277272727275,0.09090909090909091
2025-06-04,24,24,171628.39,36,2,7151.182916666668,0.08333333333333333
2025-06-05,30,30,136166.39,42,4,4538.879666666667,0.13333333333333333
2025-06-06,19,19,78833.66,25,2,4149.14,0.10526315789473684
2025-06-07,25,25,146210.55,34,1,5848.422,0.04
2025-06-08,15,15,67109.26000000001,21,1,4473.9506666666675,0.06666666666666667
2025-06-09,30,30,171059.41,47,1,5701.980333333334,0.03333333333333333
2025-06-10,26,26,166875.16,39,0,6418.275384615385,0.0
2025-06-11,31,31,139078.63999999998,43,3,4486.4077419354835,0.0967741935483871
2025-06-12,20,20,67937.22,27,2,3396.861,0.1
2025-06-13,20,20,88209.27,26,2,4410.4635,0.1
2025-06-14,31,31,170130.77,36,5,5488.089354838709,0.16129032258064516
2025-06-15,30,30,105576.54,45,5,3519.218,0.16666666666666666
2025-06-16,21,21,72237.95999999999,28,3,3439.9028571428566,0.14285714285714285
2025-06-17,23,23,124523.89,36,1,5414.082173913043,0.043478260869565216
2025-06-18,29,28,93343.66,38,3,3218.746896551724,0.10344827586206896
2025-06-19,23,23,112848.87,31,2,4906.472608695652,0.08695652173913043
2025-06-20,25,25,81018.68000000001,32,3,3240.7472000000002,0.12
2025-06-21,23,23,142561.24,33,0,6198.314782608695,0.0
2025-06-22,23,23,101383.46,32,2,4407.9765217391305,0.08695652173913043
2025-06-23,21,21,62217.35,30,3,2962.730952380952,0.14285714285714285
2025-06-24,28,28,158888.11,42,2,5674.575357142857,0.07142857142857142
2025-06-25,33,33,165082.18,51,4,5002.490303030303,0.12121212121212122
2025-06-26,21,20,88504.1,25,3,4214.480952380953,0.14285714285714285
2025-06-27,23,23,67944.35,30,4,2954.1021739130438,0.17391304347826086
2025-06-28,27,27,148201.6,43,3,5488.948148148148,0.1111111111111111
2025-06-29,31,31,189592.54,43,3,6115.888387096775,0.0967741935483871
2025-06-30,20,20,121959.84,34,0,6097.992,0.0
2025-07-01,21,21,86669.25,26,2,4127.107142857143,0.09523809523809523
2025-07-02,19,19,86841.41,24,1,4570.6005263157895,0.05263157894736842
2025-07-03,25,25,139189.68,39,4,5567.5872,0.16
2025-07-04,19,19,102668.3,30,0,5403.594736842106,0.0
2025-07-05,31,31,116439.66,35,1,3756.118064516129,0.03225806451612903
2025-07-06,21,21,108490.69,29,2,5166.223333333333,0.09523809523809523
2025-07-07,16,16,89389.36,30,2,5586.835,0.125
2025-07-08,25,25,173746.44,37,1,6949.8576,0.04
2025-07-09,14,14,101514.12,20,3,7251.0085714285715,0.21428571428571427
2025-07-10,25,25,123419.84,36,3,4936.7936,0.12
2025-07-11,21,21,149711.46,33,0,7129.117142857142,0.0
2025-07-12,22,22,100813.71,37,2,4582.441363636364,0.09090909090909091
2025-07-13,23,23,130035.91,33,1,5653.735217391304,0.043478260869565216
2025-07-14,25,25,152993.93,40,2,6119.7572,0.08
2025-07-15,28,28,131142.78,41,4,4683.670714285714,0.14285714285714285
2025-07-16,17,17,119051.32,27,1,7003.018823529412,0.058823529411764705
2025-07-17,19,19,121347.18,30,0,6386.693684210526,0.0
2025-07-18,26,26,130785.87,39,0,5030.225769230769,0.0
2025-07-19,19,19,96143.84,29,1,5060.202105263158,0.05263157894736842
2025-07-20,29,29,156578.83,40,0,5399.2699999999995,0.0
2025-07-21,38,38,193866.22,57,6,5101.742631578947,0.15789473684210525
2025-07-22,23,23,111923.20999999999,34,2,4866.2265217391305,0.08695652173913043
2025-07-23,24,24,175899.62,36,4,7329.150833333333,0.16666666666666666
2025-07-24,26,26,140231.88,38,1,5393.533846153847,0.038461538461538464
2025-07-25,12,12,72153.62999999999,22,3,6012.802499999999,0.25
2025-07-26,28,27,166871.81,42,1,5959.7074999999995,0.03571428571428571
2025-07-27,23,23,102811.8,30,3,4470.078260869565,0.13043478260869565
2025-07-28,28,28,116015.44,36,3,4143.408571428571,0.10714285714285714
2025-07-29,24,24,126275.20999999999,36,1,5261.467083333333,0.041666666666666664
2025-07-30,16,16,69082.77,20,2,4317.673125,0.125
2025-07-31,26,26,80459.0,38,7,3094.576923076923,0.2692307692307692
2025-08-01,23,23,80183.13,37,4,3486.223043478261,0.17391304347826086
2025-08-02,31,30,154181.68,44,5,4973.602580645161,0.16129032258064516
2025-08-03,23,23,123995.72,35,1,5391.118260869565,0.043478260869565216
2025-08-04,29,29,115752.94,35,4,3991.4806896551727,0.13793103448275862
2025-08-05,27,27,162920.65,40,3,6034.098148148148,0.1111111111111111
2025-08-06,19,19,104664.41,27,3,5508.653157894737,0.15789473684210525
2025-08-07,28,28,124213.40000000001,36,1,4436.192857142857,0.03571428571428571
2025-08-08,27,27,110635.38,37,3,4097.606666666667,0.1111111111111111
2025-08-09,29,29,120390.37,44,4,4151.392068965517,0.13793103448275862
2025-08-10,22,22,79928.27,28,2,3633.103181818182,0.09090909090909091
2025-08-11,23,23,159516.97,38,2,6935.520434782608,0.08695652173913043
2025-08-12,17,17,67314.35,22,1,3959.667647058824,0.058823529411764705
2025-08-13,27,27,142720.99,42,2,5285.962592592592,0.07407407407407407
2025-08-14,23,23,89785.35,32,3,3903.7108695652178,0.13043478260869565
2025-08-15,24,24,91572.35,37,4,3815.5145833333336,0.16666666666666666
2025-08-16,28,28,99935.5,40,3,3569.125,0.10714285714285714
2025-08-17,18,18,125466.75,29,0,6970.375,0.0
2025-08-18,25,25,152071.58,42,0,6082.8632,0.0
2025-08-19,26,26,137658.76,41,4,5294.567692307693,0.15384615384615385
2025-08-20,29,29,158202.81,43,3,5455.269310344827,0.10344827586206896
2025-08-21,22,22,138229.67,36,3,6283.166818181819,0.13636363636363635
2025-08-22,33,33,185144.0,47,3,5610.424242424242,0.09090909090909091
2025-08-23,20,20,112419.61,28,3,5620.9805,0.15
2025-08-24,19,19,82877.25,30,0,4361.960526315789,0.0
2025-08-25,19,18,68631.41,24,2,3612.1794736842107,0.10526315789473684
2025-08-26,21,21,136262.27,33,0,6488.679523809524,0.0
2025-08-27,32,32,167325.24,49,4,5228.91375,0.125
2025-08-28,32,32,142025.28,44,2,4438.29,0.0625
2025-08-29,29,29,253341.51,50,2,8735.914137931035,0.06896551724137931
2025-08-30,23,23,87957.8,36,2,3824.2521739130434,0.08695652173913043
2025-08-31,27,27,92030.62,30,4,3408.5414814814812,0.14814814814814814
2025-09-01,30,30,163278.68,45,4,5442.622666666666,0.13333333333333333
2025-09-02,28,28,101788.34,39,3,3635.297857142857,0.10714285714285714
2025-09-03,33,33,169200.25,44,4,5127.280303030303,0.12121212121212122
2025-09-04,16,16,64172.39,22,2,4010.774375,0.125
2025-09-05,21,21,114646.63,34,0,5459.363333333334,0.0
2025-09-06,24,24,108345.26,36,1,4514.385833333333,0.041666666666666664
2025-09-07,23,23,76249.95999999999,29,4,3315.2156521739125,0.17391304347826086
2025-09-08,19,19,79324.70999999999,28,0,4174.984736842105,0.0
2025-09-09,18,18,105433.18,27,0,5857.398888888889,0.0
2025-09-10,30,30,184669.55,46,2,6155.651666666667,0.06666666666666667
2025-09-11,24,24,121432.5,37,3,5059.6875,0.125
2025-09-12,28,28,87204.54,31,1,3114.4478571428567,0.03571428571428571
2025-09-13,22,22,66287.01,28,3,3013.045909090909,0.13636363636363635
2025-09-14,34,34,162972.51,48,0,4793.309117647059,0.0
2025-09-15,23,23,134045.1,38,6,5828.047826086957,0.2608695652173913
2025-09-16,36,35,166192.31,56,2,4616.453055555556,0.05555555555555555
2025-09-17,29,28,161574.89,48,5,5571.547931034484,0.1724137931034483
2025-09-18,22,22,107468.43000000001,30,0,4884.9286363636365,0.0
2025-09-19,25,25,138938.15,39,2,5557.526,0.08
2025-09-20,30,30,155601.8,45,3,5186.7266666666665,0.1
2025-09-21,24,24,154770.97,40,0,6448.790416666667,0.0
2025-09-22,34,34,193608.78,51,2,5694.3758823529415,0.058823529411764705
2025-09-23,34,32,153357.04,50,2,4510.501176470589,0.058823529411764705
2025-09-24,17,17,114547.26,26,3,6738.074117647058,0.17647058823529413
2025-09-25,23,23,95088.57,30,4,4134.285652173913,0.17391304347826086
2025-09-26,34,34,137900.87,50,9,4055.9079411764706,0.2647058823529412
2025-09-27,26,26,132665.63,40,1,5102.524230769231,0.038461538461538464
2025-09-28,26,26,153962.57,36,3,5921.637307692308,0.11538461538461539
2025-09-29,22,22,60547.94,28,4,2752.179090909091,0.18181818181818182
2025-09-30,26,25,142104.0,36,1,5465.538461538462,0.038461538461538464
2025-10-01,23,23,195533.01,34,1,8501.435217391305,0.043478260869565216
2025-10-02,26,26,142188.77,37,2,5468.798846153846,0.07692307692307693
2025-10-03,26,26,134686.88999999998,34,3,5180.264999999999,0.11538461538461539
2025-10-04,35,35,187421.37,47,3,5354.896285714286,0.08571428571428572
2025-10-05,26,26,107601.38,33,6,4138.514615384615,0.23076923076923078
2025-10-06,22,22,117604.46,35,2,5345.657272727273,0.09090909090909091
2025-10-07,22,22,110556.37,33,1,5025.289545454545,0.045454545454545456
2025-10-08,26,26,80728.55,34,0,3104.9442307692307,0.0
2025-10-09,21,21,206184.66,33,1,9818.317142857142,0.047619047619047616
2025-10-10,21,21,122756.73999999999,32,2,5845.559047619047,0.09523809523809523
2025-10-11,15,15,106060.14,20,2,7070.676,0.13333333333333333
2025-10-12,30,30,126476.46,42,6,4215.8820000000005,0.2
2025-10-13,19,19,69074.65,29,2,3635.507894736842,0.10526315789473684
2025-10-14,24,24,133136.15,31,1,5547.339583333333,0.041666666666666664
2025-10-15,22,22,120524.41,32,3,5478.382272727273,0.13636363636363635
2025-10-16,22,21,113990.25,31,1,5181.375,0.045454545454545456
2025-10-17,29,29,125335.78,46,3,4321.923448275862,0.10344827586206896
2025-10-18,18,18,78485.73999999999,23,3,4360.318888888888,0.16666666666666666
2025-10-19,22,22,121545.02,32,0,5524.773636363637,0.0
2025-10-20,37,37,195686.42,49,5,5288.822162162162,0.13513513513513514
2025-10-21,26,26,124461.83,35,3,4786.993461538462,0.11538461538461539
2025-10-22,19,19,76998.24,26,1,4052.5389473684213,0.05263157894736842
2025-10-23,23,23,125899.44,28,2,5473.888695652174,0.08695652173913043
2025-10-24,28,28,163092.88,47,3,5824.745714285715,0.10714285714285714
2025-10-25,21,21,113909.6,26,2,5424.266666666667,0.09523809523809523
2025-10-26,20,20,82044.33,22,2,4102.2165,0.1
2025-10-27,29,29,126259.67,42,3,4353.781724137931,0.10344827586206896
2025-10-28,25,25,91571.1,30,1,3662.844,0.04
2025-10-29,28,28,135786.81,36,2,4849.528928571429,0.07142857142857142
2025-10-30,27,27,114321.63,38,4,4234.134444444445,0.14814814814814814
2025-10-31,32,31,168034.13999999998,44,7,5251.0668749999995,0.21875
2025-11-01,19,19,87855.44,31,3,4623.970526315789,0.15789473684210525
2025-11-02,25,25,154123.35,34,1,6164.934,0.04
2025-11-03,24,24,103898.23,38,1,4329.0929166666665,0.041666666666666664
2025-11-04,34,32,194074.88999999998,58,3,5708.084999999999,0.08823529411764706
2025-11-05,27,27,135595.59,41,1,5022.058888888889,0.037037037037037035
2025-11-06,26,26,162626.43,41,1,6254.862692307692,0.038461538461538464
2025-11-07,19,19,143949.35,31,2,7576.281578947369,0.10526315789473684
2025-11-08,19,19,90244.32,23,1,4749.701052631579,0.05263157894736842
2025-11-09,15,15,51456.38,19,3,3430.425333333333,0.2
2025-11-10,14,14,80910.18,23,2,5779.2985714285705,0.14285714285714285
2025-11-11,19,19,95737.86,25,1,5038.8347368421055,0.05263157894736842
2025-11-12,24,24,123920.46,34,5,5163.3525,0.20833333333333334
2025-11-13,27,27,200160.87,39,0,7413.365555555555,0.0
2025-11-14,30,30,195293.38,48,3,6509.779333333334,0.1
2025-11-15,18,18,94925.59,24,1,5273.643888888889,0.05555555555555555
2025-11-16,25,25,79863.41,31,1,3194.5364,0.04
2025-11-17,23,23,91747.87,30,1,3989.037826086956,0.043478260869565216
2025-11-18,20,20,90841.54000000001,30,2,4542.077,0.1
2025-11-19,15,15,65013.08,21,4,4334.205333333333,0.26666666666666666
2025-11-20,20,20,89494.91,33,2,4474.7455,0.1
2025-11-21,24,24,106827.43000000001,33,5,4451.142916666667,0.20833333333333334
2025-11-22,17,16,60465.25,19,1,3556.779411764706,0.058823529411764705
2025-11-23,25,25,144456.65,34,4,5778.266,0.16
2025-11-24,26,26,150055.73,36,2,5771.374230769231,0.07692307692307693
2025-11-25,26,26,132563.71,36,1,5098.6042307692305,0.038461538461538464
2025-11-26,28,28,134889.67,38,2,4817.488214285715,0.07142857142857142
2025-11-27,22,22,136517.23,30,1,6205.328636363637,0.045454545454545456
2025-11-28,22,22,139076.34,35,2,6321.651818181818,0.09090909090909091
2025-11-29,32,32,208302.41,43,1,6509.4503125,0.03125
2025-11-30,32,32,163194.68,51,6,5099.83375,0.1875
2025-12-01,23,23,111132.52,33,2,4831.848695652174,0.08695652173913043
2025-12-02,31,31,141075.97,45,3,4550.837741935484,0.0967741935483871
2025-12-03,26,25,123579.62,44,3,4753.0623076923075,0.11538461538461539
2025-12-04,12,12,70492.15,20,2,5874.345833333333,0.16666666666666666
2025-12-05,30,29,208266.52,46,3,6942.217333333333,0.1
2025-12-06,24,24,150229.25,34,0,6259.552083333333,0.0
2025-12-07,19,19,170209.69999999998,29,0,8958.405263157894,0.0
2025-12-08,30,30,120110.49,47,4,4003.683,0.13333333333333333
2025-12-09,26,25,156914.02000000002,41,4,6035.154615384616,0.15384615384615385
2025-12-10,19,18,139671.55,27,1,7351.134210526315,0.05263157894736842
2025-12-11,24,24,99452.82,32,3,4143.8675,0.125
2025-12-12,22,22,78857.86,28,2,3584.4481818181816,0.09090909090909091
2025-12-13,22,22,142152.1,33,0,6461.459090909091,0.0
2025-12-14,25,25,168076.88,45,4,6723.0752,0.16
2025-12-15,25,25,76935.47,35,2,3077.4188,0.08
2025-12-16,21,21,112405.23,28,3,5352.63,0.14285714285714285
2025-12-17,27,27,114495.8,39,3,4240.585185185185,0.1111111111111111
2025-12-18,20,20,113371.75,28,3,5668.5875,0.15
2025-12-19,21,21,79486.75,26,2,3785.0833333333335,0.09523809523809523
2025-12-20,24,24,182759.08000000002,34,1,7614.961666666667,0.041666666666666664
2025-12-21,23,23,185034.59,38,0,8044.982173913043,0.0
2025-12-22,28,27,135872.38,48,3,4852.585,0.10714285714285714
2025-12-23,25,25,146275.42,42,3,5851.0168,0.12
2025-12-24,24,24,95780.17,35,6,3990.8404166666664,0.25
2025-12-25,24,24,105975.19,37,1,4415.6329166666665,0.041666666666666664
2025-12-26,31,31,191408.51,48,4,6174.46806451613,0.12903225806451613
2025-12-27,25,25,93428.74,32,2,3737.1496,0.08
2025-12-28,18,18,120447.42,27,1,6691.5233333333335,0.05555555555555555
2025-12-29,15,14,106407.43,20,3,7093.828666666666,0.2
2025-12-30,25,24,105830.93,32,0,4233.2372,0.0
2025-12-31,29,29,99392.85,39,2,3427.339655172414,0.06896551724137931
2026-01-01,24,24,185504.36,38,0,7729.348333333332,0.0
2026-01-02,23,23,184160.37,38,1,8006.972608695652,0.043478260869565216
2026-01-03,34,34,215261.04,49,1,6331.207058823529,0.029411764705882353
2026-01-04,22,22,137390.47,34,2,6245.021363636363,0.09090909090909091
2026-01-05,20,20,86155.77,34,2,4307.788500000001,0.1
2026-01-06,26,25,178486.45,39,2,6864.863461538462,0.07692307692307693
2026-01-07,17,17,112759.13,30,3,6632.89,0.17647058823529413
2026-01-08,26,25,149690.5,38,2,5757.326923076923,0.07692307692307693
2026-01-09,22,22,107168.68000000001,31,0,4871.3036363636365,0.0
2026-01-10,33,33,155781.24,40,1,4720.643636363636,0.030303030303030304
2026-01-11,28,28,112857.68,38,2,4030.6314285714284,0.07142857142857142
2026-01-12,21,21,58345.65,31,2,2778.364285714286,0.09523809523809523
2026-01-13,25,24,167032.08000000002,38,1,6681.283200000001,0.04
2026-01-14,21,21,160179.45,31,0,7627.592857142858,0.0
2026-01-15,27,27,144008.98,38,1,5333.665925925926,0.037037037037037035
2026-01-16,31,31,129117.86,40,5,4165.0922580645165,0.16129032258064516
2026-01-17,32,32,123803.48,44,2,3868.85875,0.0625
2026-01-18,23,23,145410.18,31,1,6322.181739130435,0.043478260869565216
2026-01-19,15,15,62607.74,20,3,4173.849333333334,0.2
2026-01-20,24,24,154966.19,37,2,6456.924583333333,0.08333333333333333
2026-01-21,17,17,103056.92,23,0,6062.171764705882,0.0
2026-01-22,26,26,136685.53,40,2,5257.135769230769,0.07692307692307693
2026-01-23,16,16,75791.18000000001,23,1,4736.9487500000005,0.0625
2026-01-24,25,25,111477.63,39,2,4459.1052,0.08
2026-01-25,21,21,114897.22,24,2,5471.2961904761905,0.09523809523809523
2026-01-26,26,25,117760.93,30,0,4529.266538461538,0.0
2026-01-27,28,28,84979.22,34,5,3034.972142857143,0.17857142857142858
2026-01-28,29,29,152401.94,41,1,5255.239310344828,0.034482758620689655
2026-01-29,24,24,130800.8,39,2,5450.033333333334,0.08333333333333333
