order_date,orders,customers,revenue,units,returns,aov,return_rate,rolling_7d_revenue,rolling_30d_revenue,anomaly_flag,is_anomaly
2025-03-19,26,26,142677.33,39,1,5487.589615384615,0.0384615384615384,135140.53142857144,125404.62233333333,1,0
2025-03-20,23,23,83677.35,32,2,3638.1456521739137,0.0869565217391304,130564.76714285715,123811.62033333334,1,0
2025-03-21,24,24,199269.46,44,0,8302.894166666667,0.0,148782.29857142858,126382.05833333333,1,0
2025-03-22,29,29,152989.23,43,1,5275.490689655173,0.0344827586206896,143789.98142857142,126786.37966666667,1,0
2025-03-23,22,22,88791.90000000001,29,2,4035.995454545455,0.0909090909090909,137670.25,124177.04933333333,1,0
2025-03-24,23,23,119383.94,39,1,5190.606086956522,0.0434782608695652,143630.44285714286,124996.321,1,0
2025-03-25,24,24,66210.9,31,5,2758.7875,0.2083333333333333,121857.15857142858,124522.261,1,0
2025-03-26,22,22,83271.16,30,4,3785.052727272727,0.1818181818181818,113370.56285714285,123645.341,1,0
2025-03-27,26,26,130319.49,35,3,5012.288076923077,0.1153846153846153,120033.72571428573,124073.29199999999,1,0
2025-03-28,30,30,150398.82,48,2,5013.294,0.0666666666666666,113052.20571428572,125125.693,1,0
2025-03-29,27,27,187316.37,49,4,6937.643333333333,0.1481481481481481,117956.08285714286,128816.40700000002,1,0
2025-03-30,34,32,228345.73,56,3,6716.050882352942,0.088235294117647,137892.3442857143,131247.68866666668,1,0
2025-03-31,22,22,91957.82,28,1,4179.9009090909085,0.0454545454545454,133974.32714285716,130488.13966666667,1,0
2025-04-01,19,19,52188.05,27,3,2746.7394736842107,0.1578947368421052,131971.06285714285,128156.96833333332,1,0
2025-04-02,22,22,124120.47,31,3,5641.839545454545,0.1363636363636363,137806.67857142858,128374.65633333333,1,0
2025-04-03,25,24,176916.04,39,0,7076.6416,0.0,144463.32857142857,129926.22099999999,1,0
2025-04-04,12,12,49950.31,18,0,4162.525833333333,0.0,130113.54142857144,129390.403,-1,1
2025-04-05,28,28,160320.63,34,0,5725.736785714286,0.0,126257.00714285715,130978.961,1,0
2025-04-06,23,23,110266.48,28,2,4794.194782608695,0.0869565217391304,109388.54285714286,130766.47600000001,1,0
2025-04-07,27,27,136458.26,37,2,5054.00962962963,0.074074074074074,115745.74857142857,129649.03666666667,1,0
2025-04-08,21,21,85419.99,38,4,4067.618571428571,0.1904761904761904,120493.16857142858,126512.90666666668,1,0
2025-04-09,18,18,86569.52,30,2,4809.417777777778,0.1111111111111111,115128.74714285714,125170.711,1,0
2025-04-10,15,15,51788.33,21,0,3452.5553333333332,0.0,97253.35999999999,123140.98033333334,-1,1
2025-04-11,15,15,84087.86,22,0,5605.857333333333,0.0,102130.15285714286,121533.39433333333,1,0
2025-04-12,19,19,88001.8,27,1,4631.6736842105265,0.0526315789473684,91798.89142857143,120609.86433333335,1,0
2025-04-13,29,29,188622.07,45,6,6504.209310344828,0.2068965517241379,102992.54714285715,124505.70866666667,1,0
2025-04-14,28,28,110195.01,33,3,3935.536071428571,0.1071428571428571,99240.65428571428,121914.36066666666,1,0
2025-04-15,24,24,81840.75,33,3,3410.03125,0.125,98729.33428571429,120254.71833333332,1,0
2025-04-16,25,25,67569.24,36,4,2702.7696,0.16,96015.00857142858,119918.27333333335,1,0
2025-04-17,36,36,218857.38,51,6,6079.371666666667,0.1666666666666666,119882.01571428574,119926.05633333333,-1,1
2025-04-18,20,20,114702.7,30,1,5735.135,0.05,124255.56428571428,118993.56866666667,1,0
2025-04-19,21,21,91999.37,30,2,4380.922380952381,0.0952380952380952,124826.64571428571,119270.96933333334,1,0
2025-04-20,25,25,171860.79,37,2,6874.4316,0.08,122432.17714285714,118357.34700000001,1,0
2025-04-21,33,33,154274.03,44,2,4674.970606060606,0.0606060606060606,128729.18000000001,118400.17366666667,1,0
2025-04-22,40,38,170225.65,60,3,4255.64125,0.075,141355.5942857143,121114.632,1,0
2025-04-23,24,24,201811.1,37,3,8408.795833333334,0.125,160533.00285714286,123862.204,1,0
2025-04-24,25,25,179584.11,36,0,7183.3643999999995,0.0,154922.5357142857,127641.311,1,0
2025-04-25,32,31,149507.1,42,1,4672.096875,0.03125,159894.59285714285,129849.17566666666,1,0
2025-04-26,21,21,146227.23,29,0,6963.2014285714295,0.0,167641.43,130379.43366666668,1,0
2025-04-27,22,22,88844.46,31,2,4038.384545454546,0.0909090909090909,155781.95428571428,128327.62166666666,1,0
2025-04-28,20,20,112608.67,31,2,5630.4335,0.1,149829.76,125837.36499999999,1,0
2025-04-29,20,20,102091.01,31,2,5104.550499999999,0.1,140096.24000000002,121628.87433333333,1,0
2025-04-30,27,27,131475.19,37,1,4869.451481481482,0.037037037037037,130048.25285714286,122946.12000000001,1,0
2025-05-01,25,25,138830.58000000002,33,2,5553.2232,0.08,124226.31999999999,125834.20433333334,1,0
2025-05-02,20,20,62305.03,24,2,3115.2515,0.1,111768.88142857142,123773.68966666666,1,0
2025-05-03,27,27,97965.38,38,3,3628.347407407407,0.1111111111111111,104874.33142857142,121142.00099999999,1,0
2025-05-04,18,18,78961.89,23,1,4386.7716666666665,0.0555555555555555,103462.53571428571,122109.05366666666,1,0
2025-05-05,20,20,71677.5,31,3,3583.875,0.15,97615.22571428571,119154.28266666667,1,0
2025-05-06,22,22,118045.03,34,1,5365.683181818182,0.0454545454545454,99894.37142857142,119413.56766666667,1,0
2025-05-07,15,15,105506.02,22,1,7033.734666666667,0.0666666666666666,96184.49,118381.82633333333,1,0
2025-05-08,24,23,123801.56,37,1,5158.3983333333335,0.0416666666666666,94037.48714285715,119661.212,1,0
2025-05-09,22,22,130194.71,31,0,5917.941363636364,0.0,103736.01285714286,121115.38500000001,1,0
2025-05-10,26,26,122457.79,36,2,4709.915,0.0769230769230769,107234.92857142857,123471.03366666666,1,0
2025-05-11,23,23,113433.34,33,3,4931.884347826087,0.1304347826086956,112159.42142857143,124449.21633333334,1,0
2025-05-12,28,27,180198.29,40,4,6435.653214285715,0.1428571428571428,127662.39142857143,127522.43266666666,1,0
2025-05-13,40,40,262548.88,59,1,6563.722,0.025,148305.79857142858,129986.65966666667,-1,1
2025-05-14,28,28,124702.72,41,4,4453.668571428571,0.1428571428571428,151048.1842857143,130470.25000000001,1,0
2025-05-15,20,20,91664.24,29,2,4583.2119999999995,0.1,146457.13857142857,130797.69966666667,1,0
2025-05-16,28,28,200387.92,39,1,7156.711428571428,0.0357142857142857,156484.74,135224.989,1,0
2025-05-17,16,16,62571.86,21,3,3910.74125,0.1875,147929.60714285713,130015.47166666668,1,0
2025-05-18,29,29,105362.2,35,3,3633.179310344827,0.1034482758620689,146776.5871428571,129704.12166666666,1,0
2025-05-19,17,17,51081.05,25,1,3004.7676470588235,0.0588235294117647,128331.26714285715,128340.17766666667,1,0
2025-05-20,16,16,51281.71,22,3,3205.106875,0.1875,98150.24285714285,124320.875,1,0
2025-05-21,20,20,101068.25,30,2,5053.4125,0.1,94773.89,122547.349,1,0
2025-05-22,28,28,129173.83,44,4,4613.351071428571,0.1428571428571428,100132.40285714286,121178.955,1,0
2025-05-23,28,28,140203.94,36,5,5007.283571428571,0.1785714285714285,91534.69142857144,119125.383,1,0
2025-05-24,22,22,112152.9,34,3,5097.859090909091,0.1363636363636363,98617.69714285714,116877.676,1,0
2025-05-25,26,26,155844.64,38,1,5994.024615384616,0.0384615384615384,105829.47428571428,117088.92733333334,1,0
2025-05-26,35,35,156585.57,48,2,4473.873428571429,0.0571428571428571,120901.54857142859,117434.20533333333,1,0
2025-05-27,26,26,107748.92,38,3,4144.189230769231,0.1153846153846153,128968.29285714286,118064.354,1,0
2025-05-28,19,19,55941.72,26,2,2944.301052631579,0.1052631578947368,122521.64571428574,116175.45566666668,1,0
2025-05-29,32,32,188317.87,47,5,5884.9334375,0.15625,130970.79428571429,119049.68433333332,1,0
2025-05-30,21,21,75627.25,30,0,3601.2976190476193,0.0,121745.55285714287,117188.08633333333,1,0
2025-05-31,13,13,58256.52,17,1,4481.2707692307695,0.0769230769230769,114046.06999999999,114502.28433333333,1,0
2025-06-01,24,24,94111.96,38,5,3921.331666666667,0.2083333333333333,105227.11571428573,115562.51533333333,1,0
2025-06-02,20,20,63645.56,29,1,3182.278,0.05,91949.97142857141,114418.52133333334,1,0
2025-06-03,22,21,94591.81,28,2,4299.6277272727275,0.0909090909090909,90070.38428571429,114939.51866666667,1,0
2025-06-04,24,24,171628.39,36,2,7151.182916666668,0.0833333333333333,106597.05142857143,118271.21500000001,1,0
2025-06-05,30,30,136166.39,42,4,4538.879666666667,0.1333333333333333,99146.84,118875.26033333334,1,0
2025-06-06,19,19,78833.66,25,2,4149.14,0.1052631578947368,99604.89857142858,117986.18166666666,1,0
2025-06-07,25,25,146210.55,34,1,5848.422,0.04,112169.76000000001,118733.14800000002,1,0
2025-06-08,15,15,67109.26000000001,21,1,4473.9506666666675,0.0666666666666666,108312.23142857142,116630.29966666666,1,0
2025-06-09,30,30,171059.41,47,1,5701.980333333334,0.0333333333333333,123657.06714285715,118250.35366666668,1,0
2025-06-10,26,26,166875.16,39,0,6418.275384615385,0.0,133983.26,120031.74766666668,1,0
2025-06-11,31,31,139078.63999999998,43,3,4486.4077419354835,0.0967741935483871,129333.2957142857,118661.09266666666,1,0
2025-06-12,20,20,67937.22,27,2,3396.861,0.1,119586.27142857142,112174.03733333334,1,0
2025-06-13,20,20,88209.27,26,2,4410.4635,0.1,120925.64428571428,110957.58899999999,1,0
2025-06-14,31,31,170130.77,36,5,5488.089354838709,0.1612903225806451,124342.81857142856,113573.14,1,0
2025-06-15,30,30,105576.54,45,5,3519.218,0.1666666666666666,129838.14428571428,110412.76066666668,1,0
2025-06-16,21,21,72237.95999999999,28,3,3439.9028571428566,0.1428571428571428,115720.79428571428,110734.96399999999,1,0
2025-06-17,23,23,124523.89,36,1,5414.082173913043,0.0434782608695652,109670.61285714284,111373.68699999999,1,0
2025-06-18,29,28,93343.66,38,3,3218.746896551724,0.1034482758620689,103137.04428571429,112782.44066666666,1,0
2025-06-19,23,23,112848.87,31,2,4906.472608695652,0.0869565217391304,109552.99428571427,114834.67933333333,1,0
2025-06-20,25,25,81018.68000000001,32,3,3240.7472,0.12,108525.76714285715,114166.36033333333,1,0
2025-06-21,23,23,142561.24,33,0,6198.314782608695,0.0,104587.26285714285,114612.60733333333,1,0
2025-06-22,23,23,101383.46,32,2,4407.9765217391305,0.0869565217391304,103988.25142857141,113318.59133333333,1,0
2025-06-23,21,21,62217.35,30,3,2962.730952380952,0.1428571428571428,102556.73571428572,111654.073,1,0
2025-06-24,28,28,158888.11,42,2,5674.575357142857,0.0714285714285714,107465.90999999999,111755.52199999998,1,0
2025-06-25,33,33,165082.18,51,4,5002.490303030303,0.1212121212121212,117714.27,112038.74233333333,1,0
2025-06-26,21,20,88504.1,25,3,4214.480952380953,0.1428571428571428,114236.44571428571,111397.24833333334,1,0
2025-06-27,23,23,67944.35,30,4,2954.102173913044,0.1739130434782608,112368.68428571429,111797.33599999998,1,0
2025-06-28,27,27,148201.6,43,3,5488.948148148148,0.1111111111111111,113174.45,110460.12700000001,1,0
2025-06-29,31,31,189592.54,43,3,6115.888387096775,0.0967741935483871,125775.74714285714,114258.97,1,0
2025-06-30,20,20,121959.84,34,0,6097.992,0.0,134310.38857142857,116382.414,1,0
2025-07-01,21,21,86669.25,26,2,4127.107142857143,0.0952380952380952,123993.40857142859,116134.32366666666,1,0
2025-07-02,19,19,86841.41,24,1,4570.6005263157895,0.0526315789473684,112816.15571428572,116907.51866666667,1,0
2025-07-03,25,25,139189.68,39,4,5567.5872,0.16,120056.95285714287,118394.11433333335,1,0
2025-07-04,19,19,102668.3,30,0,5403.594736842106,0.0,125017.51714285716,116095.44466666666,1,0
2025-07-05,31,31,116439.66,35,1,3756.118064516129,0.032258064516129,120480.09714285714,115437.887,1,0
2025-07-06,21,21,108490.69,29,2,5166.223333333333,0.0952380952380952,108894.11857142857,116426.45466666667,1,0
2025-07-07,16,16,89389.36,30,2,5586.835,0.125,104241.19285714286,114532.415,1,0
2025-07-08,25,25,173746.44,37,1,6949.8576,0.04,116680.79142857144,118086.98766666667,1,0
2025-07-09,14,14,101514.12,20,3,7251.0085714285715,0.2142857142857142,118776.89285714286,115768.81133333333,-1,1
2025-07-10,25,25,123419.84,36,3,4936.7936,0.12,116524.05857142857,114320.30066666665,1,0
2025-07-11,21,21,149711.46,33,0,7129.117142857142,0.0,123244.51,114674.72799999999,1,0
2025-07-12,22,22,100813.71,37,2,4582.441363636364,0.0909090909090909,121012.23142857142,115770.611,1,0
2025-07-13,23,23,130035.91,33,1,5653.735217391304,0.0434782608695652,124090.12,117164.83233333332,1,0
2025-07-14,25,25,152993.93,40,2,6119.7572,0.08,133176.48714285714,116593.60433333334,1,0
2025-07-15,28,28,131142.78,41,4,4683.670714285714,0.1428571428571428,127090.25,117445.81233333332,1,0
2025-07-16,17,17,119051.32,27,1,7003.018823529412,0.0588235294117647,129595.56428571428,119006.25766666667,1,0
2025-07-17,19,19,121347.18,30,0,6386.693684210526,0.0,129299.46999999999,118900.36733333333,1,0
2025-07-18,26,26,130785.87,39,0,5030.225769230769,0.0,126595.81428571428,120148.441,1,0
2025-07-19,19,19,96143.84,29,1,5060.202105263158,0.0526315789473684,125928.69000000002,119591.60666666666,1,0
2025-07-20,29,29,156578.83,40,0,5399.2699999999995,0.0,129720.53571428571,122110.27833333332,1,0
2025-07-21,38,38,193866.22,57,6,5101.742631578947,0.1578947368421052,135559.4342857143,123820.44433333333,-1,1
2025-07-22,23,23,111923.21,34,2,4866.2265217391305,0.0869565217391304,132813.7814285714,124171.76933333333,1,0
2025-07-23,24,24,175899.62,36,4,7329.150833333333,0.1666666666666666,140934.96714285715,127961.17833333333,1,0
2025-07-24,26,26,140231.88,38,1,5393.533846153847,0.0384615384615384,143632.7814285714,127339.304,1,0
2025-07-25,12,12,72153.62999999999,22,3,6012.802499999999,0.25,135256.74714285714,124241.68566666666,-1,1
2025-07-26,28,27,166871.81,42,1,5959.7074999999995,0.0357142857142857,145360.74285714285,126853.94266666665,1,0
2025-07-27,23,23,102811.8,30,3,4470.078260869565,0.1304347826086956,137679.73857142858,128016.191,1,0
2025-07-28,28,28,116015.44,36,3,4143.408571428571,0.1071428571428571,126558.19857142857,126943.319,1,0
2025-07-29,24,24,126275.21,36,1,5261.467083333333,0.0416666666666666,128608.48428571431,124832.74133333334,1,0
2025-07-30,16,16,69082.77,20,2,4317.673125,0.125,113348.93428571428,123070.17233333335,1,0
2025-07-31,26,26,80459.0,38,7,3094.576923076923,0.2692307692307692,104809.95142857141,122863.16400000002,1,0
2025-08-01,23,23,80183.13,37,4,3486.223043478261,0.1739130434782608,105957.02285714286,122641.22133333333,1,0
2025-08-02,31,30,154181.68,44,5,4973.602580645161,0.1612903225806451,104144.14714285715,123140.95466666666,1,0
2025-08-03,23,23,123995.72,35,1,5391.118260869565,0.0434782608695652,107170.42142857143,123851.86866666666,1,0
2025-08-04,29,29,115752.94,35,4,3991.4806896551727,0.1379310344827586,107132.92142857144,123828.97799999999,1,0
2025-08-05,27,27,162920.65,40,3,6034.098148148148,0.1111111111111111,112367.98428571426,125643.31,1,0
2025-08-06,19,19,104664.41,27,3,5508.653157894737,0.1578947368421052,117451.07571428572,126152.47833333333,1,0
2025-08-07,28,28,124213.4,36,1,4436.192857142857,0.0357142857142857,123701.7042857143,124501.37700000001,1,0
2025-08-08,27,27,110635.38,37,3,4097.606666666667,0.1111111111111111,128052.02571428572,124805.41900000001,1,0
2025-08-09,29,29,120390.37,44,4,4151.392068965517,0.1379310344827586,123224.69571428571,124704.43666666668,1,0
2025-08-10,22,22,79928.27,28,2,3633.103181818182,0.0909090909090909,116929.34571428572,122378.33033333332,1,0
2025-08-11,23,23,159516.97,38,2,6935.520434782608,0.0869565217391304,123181.34999999999,124335.10566666667,1,0
2025-08-12,17,17,67314.35,22,1,3959.667647058824,0.0588235294117647,109523.30714285714,122244.38700000002,1,0
2025-08-13,27,27,142720.99,42,2,5285.962592592592,0.074074074074074,114959.96142857142,121901.95566666666,1,0
2025-08-14,23,23,89785.35,32,3,3903.7108695652178,0.1304347826086956,110041.66857142856,120523.37466666667,1,0
2025-08-15,24,24,91572.35,37,4,3815.5145833333336,0.1666666666666666,107318.37857142858,119607.409,1,0
2025-08-16,28,28,99935.5,40,3,3569.125,0.1071428571428571,104396.25428571428,118893.68633333335,1,0
2025-08-17,18,18,125466.75,29,0,6970.375,0.0,110901.75142857143,118716.38233333334,1,0
2025-08-18,25,25,152071.58,42,0,6082.8632,0.0,109838.12428571428,120580.64033333333,1,0
2025-08-19,26,26,137658.76,41,4,5294.567692307693,0.1538461538461538,119887.32571428572,119949.97133333333,1,0
2025-08-20,29,29,158202.81,43,3,5455.269310344827,0.1034482758620689,122099.0142857143,118761.191,1,0
2025-08-21,22,22,138229.67,36,3,6283.166818181819,0.1363636363636363,129019.63142857142,119638.073,1,0
2025-08-22,33,33,185144.0,47,3,5610.424242424242,0.0909090909090909,142387.00999999998,119946.219,1,0
2025-08-23,20,20,112419.61,28,3,5620.9805,0.15,144170.45428571428,119019.14333333333,1,0
2025-08-24,19,19,82877.25,30,0,4361.960526315789,0.0,138086.24,119376.59733333332,1,0
2025-08-25,19,18,68631.41,24,2,3612.1794736842103,0.1052631578947368,126166.21571428572,116101.91733333333,1,0
2025-08-26,21,21,136262.27,33,0,6488.679523809524,0.0,125966.71714285715,117216.933,1,0
2025-08-27,32,32,167325.24,49,4,5228.91375,0.125,127269.92142857143,118927.25966666666,1,0
2025-08-28,32,32,142025.28,44,2,4438.29,0.0625,127812.15142857144,119452.262,1,0
2025-08-29,29,29,253341.51,50,2,8735.914137931035,0.0689655172413793,137554.65285714288,125594.21999999999,-1,1
2025-08-30,23,23,87957.8,36,2,3824.2521739130434,0.0869565217391304,134060.10857142857,125844.18,1,0
2025-08-31,27,27,92030.62,30,4,3408.5414814814812,0.1481481481481481,135367.73285714287,126239.09633333333,1,0
2025-09-01,30,30,163278.68,45,4,5442.622666666666,0.1333333333333333,148888.77142857143,126542.32966666666,1,0
2025-09-02,28,28,101788.34,39,3,3635.297857142857,0.1071428571428571,143963.92428571428,125802.08366666667,1,0
2025-09-03,33,33,169200.25,44,4,5127.280303030303,0.1212121212121212,144231.78285714285,127583.66066666668,1,0
2025-09-04,16,16,64172.39,22,2,4010.774375,0.125,133109.94142857142,124292.052,1,0
2025-09-05,21,21,114646.63,34,0,5459.363333333334,0.0,113296.38714285714,124624.79266666668,1,0
2025-09-06,24,24,108345.26,36,1,4514.385833333333,0.0416666666666666,116208.88142857143,124095.85466666667,1,0
2025-09-07,23,23,76249.95999999999,29,4,3315.2156521739125,0.1739130434782608,113954.50142857143,122949.67399999998,1,0
2025-09-08,19,19,79324.70999999999,28,0,4174.984736842105,0.0,101961.07714285715,121580.81866666667,1,0
2025-09-09,18,18,105433.18,27,0,5857.398888888889,0.0,102481.76857142858,122430.98233333333,1,0
2025-09-10,30,30,184669.55,46,2,6155.651666666667,0.0666666666666666,104691.66857142856,123269.40166666666,1,0
2025-09-11,24,24,121432.5,37,3,5059.6875,0.125,112871.68428571429,125073.34,1,0
2025-09-12,28,28,87204.54,31,1,3114.4478571428567,0.0357142857142857,108951.3857142857,123222.79166666667,1,0
2025-09-13,22,22,66287.01,28,3,3013.045909090909,0.1363636363636363,102943.06428571428,122439.51366666667,1,0
