order_id,order_date,customer_id,product_id,category,quantity,unit_price,discount_pct,channel,ab_group,returned,gross_revenue,net_revenue,shipping_days,rating
O000056,2025-01-03,C01667,P007,Fashion,2,3299,0.013,App,control,0,6598,6512.23,2,4
O000057,2025-01-03,C01383,P001,Electronics,1,2499,0.0,Marketplace,variant,0,2499,2499.0,3,4
O000058,2025-01-03,C00281,P008,Fashion,3,1899,0.135,App,control,0,5697,4927.9,4,4
O000059,2025-01-03,C00376,P010,Home & Office,2,1599,0.234,App,variant,0,3198,2449.67,3,4
O000060,2025-01-03,C01636,P004,Home & Office,1,8999,0.11,Marketplace,variant,0,8999,8009.11,2,4
O000061,2025-01-03,C02022,P004,Home & Office,1,8999,0.135,App,variant,0,8999,7784.14,4,5
O000062,2025-01-03,C00570,P012,Beauty,1,1799,0.134,Marketplace,variant,0,1799,1557.93,2,4
O000063,2025-01-03,C01694,P012,Beauty,1,1799,0.087,Web,control,0,1799,1642.49,3,4
O000064,2025-01-03,C02271,P001,Electronics,1,2499,0.0,App,control,0,2499,2499.0,7,5
O000065,2025-01-03,C01497,P005,Home & Office,2,13999,0.127,App,control,0,27998,24442.25,5,5
O000066,2025-01-03,C00238,P008,Fashion,1,1899,0.175,Web,variant,1,1899,0.0,6,2
O000067,2025-01-03,C00218,P008,Fashion,1,1899,0.116,App,control,0,1899,1678.72,2,3
O000068,2025-01-03,C02112,P007,Fashion,2,3299,0.071,Web,variant,1,6598,0.0,4,3
O000069,2025-01-03,C02235,P007,Fashion,2,3299,0.11,App,variant,0,6598,5872.22,3,4
O000070,2025-01-03,C01168,P008,Fashion,3,1899,0.081,Web,variant,0,5697,5235.54,5,5
O000071,2025-01-03,C00248,P008,Fashion,3,1899,0.164,App,control,0,5697,4762.69,3,3
O000072,2025-01-04,C01361,P001,Electronics,1,2499,0.098,App,variant,0,2499,2254.1,5,4
O000073,2025-01-04,C01169,P002,Electronics,1,4999,0.129,App,control,0,4999,4354.13,3,4
O000074,2025-01-04,C01154,P010,Home & Office,2,1599,0.154,Web,control,0,3198,2705.51,1,5
O000075,2025-01-04,C01143,P008,Fashion,3,1899,0.129,App,control,0,5697,4962.09,5,4
O000076,2025-01-04,C01444,P001,Electronics,1,2499,0.09,Web,control,0,2499,2274.09,4,3
O000077,2025-01-04,C00348,P009,Electronics,1,2199,0.0,App,control,0,2199,2199.0,5,3
O000078,2025-01-04,C00107,P009,Electronics,1,2199,0.112,App,control,0,2199,1952.71,2,4
O000079,2025-01-04,C02380,P012,Beauty,2,1799,0.142,App,control,0,3598,3087.08,7,4
O000080,2025-01-04,C01961,P010,Home & Office,2,1599,0.0,Web,control,0,3198,3198.0,6,4
O000081,2025-01-04,C01419,P002,Electronics,2,4999,0.111,App,variant,0,9998,8888.22,4,4
O000082,2025-01-04,C00907,P012,Beauty,1,1799,0.087,Web,variant,0,1799,1642.49,4,4
O000083,2025-01-04,C01999,P006,Home & Office,1,4599,0.0,App,control,0,4599,4599.0,3,5
O000084,2025-01-04,C01434,P004,Home & Office,1,8999,0.106,Web,control,0,8999,8045.11,2,4
O000085,2025-01-04,C00410,P010,Home & Office,1,1599,0.169,App,control,1,1599,0.0,6,3
O000086,2025-01-04,C01924,P007,Fashion,4,3299,0.088,Marketplace,control,0,13196,12034.75,2,5
O000087,2025-01-04,C00372,P002,Electronics,1,4999,0.0,Web,control,0,4999,4999.0,3,4
O000088,2025-01-04,C00714,P010,Home & Office,1,1599,0.108,App,variant,0,1599,1426.31,2,3
O000089,2025-01-04,C01533,P001,Electronics,2,2499,0.152,Web,control,0,4998,4238.3,3,4
O000090,2025-01-04,C00234,P009,Electronics,1,2199,0.035,Marketplace,control,0,2199,2122.04,3,4
O000091,2025-01-05,C00445,P012,Beauty,3,1799,0.072,App,control,0,5397,5008.42,4,5
O000092,2025-01-05,C01256,P012,Beauty,1,1799,0.064,App,variant,0,1799,1683.86,5,5
O000093,2025-01-05,C00033,P009,Electronics,2,2199,0.091,App,variant,1,4398,0.0,1,3
O000094,2025-01-05,C00635,P012,Beauty,2,1799,0.062,Marketplace,control,0,3598,3374.92,5,3
O000095,2025-01-05,C01463,P009,Electronics,1,2199,0.165,App,variant,1,2199,0.0,5,4
O000096,2025-01-05,C01764,P005,Home & Office,1,13999,0.164,Web,variant,0,13999,11703.16,2,5
O000097,2025-01-05,C00470,P012,Beauty,1,1799,0.048,App,variant,1,1799,0.0,3,4
O000098,2025-01-05,C00789,P003,Electronics,1,3499,0.165,App,variant,1,3499,0.0,2,4
O000099,2025-01-05,C01374,P006,Home & Office,1,4599,0.0,Web,variant,0,4599,4599.0,3,3
O000100,2025-01-05,C00121,P010,Home & Office,3,1599,0.035,Marketplace,variant,0,4797,4629.1,7,4
O000101,2025-01-05,C02236,P001,Electronics,1,2499,0.122,Web,variant,0,2499,2194.12,6,4
O000102,2025-01-05,C01886,P010,Home & Office,1,1599,0.089,App,variant,1,1599,0.0,6,3
O000103,2025-01-05,C00686,P008,Fashion,1,1899,0.093,Web,control,0,1899,1722.39,2,4
O000104,2025-01-05,C01602,P010,Home & Office,2,1599,0.107,Web,control,0,3198,2855.81,6,4
O000105,2025-01-05,C02071,P004,Home & Office,3,8999,0.055,App,variant,0,26997,25512.16,1,4
O000106,2025-01-05,C00192,P002,Electronics,1,4999,0.159,Web,variant,0,4999,4204.16,5,4
O000107,2025-01-05,C00990,P011,Beauty,1,1299,0.126,Marketplace,control,1,1299,0.0,3,2
O000108,2025-01-05,C01856,P004,Home & Office,1,8999,0.078,App,control,1,8999,0.0,3,2
O000109,2025-01-05,C01436,P001,Electronics,1,2499,0.14,Marketplace,variant,0,2499,2149.14,5,4
O000110,2025-01-05,C02467,P010,Home & Office,1,1599,0.112,App,control,0,1599,1419.91,4,4
O000111,2025-01-05,C00137,P010,Home & Office,1,1599,0.07,Web,variant,0,1599,1487.07,3,5
O000112,2025-01-06,C01782,P008,Fashion,2,1899,0.067,App,control,0,3798,3543.53,5,5
O000113,2025-01-06,C00550,P006,Home & Office,1,4599,0.016,Web,variant,0,4599,4525.42,4,4
O000114,2025-01-06,C01774,P001,Electronics,3,2499,0.048,App,control,0,7497,7137.14,5,4
O000115,2025-01-06,C00083,P001,Electronics,1,2499,0.073,App,variant,1,2499,0.0,3,4
O000116,2025-01-06,C01705,P002,Electronics,2,4999,0.09,App,control,0,9998,9098.18,2,4
O000117,2025-01-06,C02364,P007,Fashion,3,3299,0.03,App,control,0,9897,9600.09,3,4
O000118,2025-01-06,C02311,P002,Electronics,4,4999,0.087,App,variant,0,19996,18256.35,3,4
O000119,2025-01-06,C02126,P003,Electronics,2,3499,0.052,Web,variant,0,6998,6634.1,2,4
O000120,2025-01-06,C00480,P012,Beauty,1,1799,0.042,Web,control,0,1799,1723.44,4,3
O000121,2025-01-06,C02206,P011,Beauty,1,1299,0.116,App,control,0,1299,1148.32,4,5
O000122,2025-01-06,C00586,P009,Electronics,2,2199,0.095,Marketplace,variant,1,4398,0.0,1,3
O000123,2025-01-06,C00837,P001,Electronics,2,2499,0.076,App,control,0,4998,4618.15,4,5
O000124,2025-01-06,C01990,P009,Electronics,1,2199,0.115,App,control,0,2199,1946.12,2,5
O000125,2025-01-06,C02332,P006,Home & Office,3,4599,0.007,App,control,1,13797,0.0,2,3
O000126,2025-01-06,C01950,P009,Electronics,1,2199,0.012,App,control,0,2199,2172.61,3,5
O000127,2025-01-06,C00044,P012,Beauty,1,1799,0.06,App,control,0,1799,1691.06,2,4
O000128,2025-01-06,C00504,P010,Home & Office,1,1599,0.074,Web,variant,0,1599,1480.67,4,4
O000129,2025-01-06,C01260,P011,Beauty,1,1299,0.126,App,control,0,1299,1135.33,5,4
O000130,2025-01-06,C00863,P008,Fashion,1,1899,0.042,App,control,0,1899,1819.24,3,4
O000131,2025-01-07,C00095,P007,Fashion,2,3299,0.044,Web,variant,0,6598,6307.69,6,4
O000132,2025-01-07,C01059,P010,Home & Office,1,1599,0.145,Web,variant,0,1599,1367.14,4,4
O000133,2025-01-07,C01946,P007,Fashion,1,3299,0.015,Web,variant,0,3299,3249.52,7,5
O000134,2025-01-07,C01912,P006,Home & Office,2,4599,0.141,App,variant,0,9198,7901.08,4,5
O000135,2025-01-07,C01717,P011,Beauty,2,1299,0.081,Web,variant,1,2598,0.0,3,3
O000136,2025-01-07,C01031,P008,Fashion,1,1899,0.033,Marketplace,control,1,1899,0.0,5,3
O000137,2025-01-07,C00781,P009,Electronics,1,2199,0.014,App,control,0,2199,2168.21,3,5
O000138,2025-01-07,C01779,P008,Fashion,3,1899,0.069,Web,control,0,5697,5303.91,1,4
O000139,2025-01-07,C01903,P009,Electronics,1,2199,0.119,Web,variant,0,2199,1937.32,2,4
O000140,2025-01-07,C01758,P005,Home & Office,1,13999,0.079,Marketplace,variant,0,13999,12893.08,2,5
O000141,2025-01-07,C01523,P003,Electronics,2,3499,0.135,App,variant,0,6998,6053.27,3,5
O000142,2025-01-07,C01577,P004,Home & Office,1,8999,0.133,Marketplace,control,1,8999,0.0,4,3
O000143,2025-01-07,C00219,P004,Home & Office,1,8999,0.128,Web,control,0,8999,7847.13,4,4
O000144,2025-01-07,C01530,P009,Electronics,1,2199,0.131,Web,control,0,2199,1910.93,2,4
O000145,2025-01-08,C00681,P009,Electronics,1,2199,0.048,App,control,0,2199,2093.45,3,4
O000146,2025-01-08,C02334,P001,Electronics,2,2499,0.127,Web,control,0,4998,4363.25,2,5
O000147,2025-01-08,C00385,P005,Home & Office,1,13999,0.208,App,control,0,13999,11087.21,1,5
O000148,2025-01-08,C02328,P002,Electronics,1,4999,0.139,Web,variant,0,4999,4304.14,2,4
O000149,2025-01-08,C00788,P005,Home & Office,2,13999,0.057,Web,control,0,27998,26402.11,4,3
O000150,2025-01-08,C00209,P011,Beauty,2,1299,0.045,App,control,0,2598,2481.09,5,5
O000151,2025-01-08,C00095,P005,Home & Office,1,13999,0.087,App,control,0,13999,12781.09,3,5
O000152,2025-01-08,C00866,P003,Electronics,1,3499,0.126,App,control,0,3499,3058.13,2,5
O000153,2025-01-08,C00116,P004,Home & Office,1,8999,0.091,Web,control,0,8999,8180.09,3,5
O000154,2025-01-08,C01358,P007,Fashion,1,3299,0.014,Web,variant,0,3299,3252.81,3,5
O000155,2025-01-08,C01409,P010,Home & Office,1,1599,0.125,Web,control,0,1599,1399.12,1,4
O000156,2025-01-08,C00918,P004,Home & Office,1,8999,0.136,Web,control,1,8999,0.0,6,2
O000157,2025-01-08,C01774,P003,Electronics,1,3499,0.027,Web,variant,0,3499,3404.53,1,4
O000158,2025-01-08,C00900,P010,Home & Office,2,1599,0.138,App,variant,0,3198,2756.68,1,4
O000159,2025-01-08,C00611,P004,Home & Office,1,8999,0.087,App,control,0,8999,8216.09,3,5
O000160,2025-01-08,C01761,P011,Beauty,1,1299,0.109,Web,control,0,1299,1157.41,5,5
O000161,2025-01-08,C02320,P002,Electronics,1,4999,0.11,Web,control,1,4999,0.0,3,4
O000162,2025-01-08,C01466,P001,Electronics,1,2499,0.097,Web,control,1,2499,0.0,4,3
O000163,2025-01-08,C01261,P005,Home & Office,1,13999,0.056,App,control,0,13999,13215.06,4,4
O000164,2025-01-08,C00547,P009,Electronics,1,2199,0.11,Web,variant,0,2199,1957.11,1,3
O000165,2025-01-08,C02404,P009,Electronics,2,2199,0.083,Web,variant,0,4398,4032.97,7,5
O000166,2025-01-08,C02419,P001,Electronics,1,2499,0.1,Web,control,0,2499,2249.1,4,3
O000167,2025-01-08,C00302,P012,Beauty,1,1799,0.064,App,control,0,1799,1683.86,5,4
O000168,2025-01-08,C01095,P001,Electronics,3,2499,0.104,Web,variant,0,7497,6717.31,3,5
O000169,2025-01-08,C01100,P008,Fashion,1,1899,0.08,App,variant,1,1899,0.0,3,3
O000170,2025-01-08,C00838,P007,Fashion,3,3299,0.02,Marketplace,control,0,9897,9699.06,2,5
O000171,2025-01-08,C00913,P007,Fashion,1,3299,0.112,Web,control,0,3299,2929.51,3,4
O000172,2025-01-09,C01489,P009,Electronics,1,2199,0.145,App,control,0,2199,1880.14,2,3
O000173,2025-01-09,C02284,P012,Beauty,1,1799,0.105,App,control,0,1799,1610.1,6,4
O000174,2025-01-09,C00903,P005,Home & Office,1,13999,0.07,App,control,0,13999,13019.07,3,5
O000175,2025-01-09,C00868,P008,Fashion,1,1899,0.105,App,control,0,1899,1699.6,3,4
O000176,2025-01-09,C00678,P007,Fashion,1,3299,0.04,Marketplace,variant,0,3299,3167.04,2,5
O000177,2025-01-09,C02084,P002,Electronics,1,4999,0.128,Web,variant,0,4999,4359.13,7,4
O000178,2025-01-09,C02410,P002,Electronics,1,4999,0.134,Web,variant,0,4999,4329.13,4,5
O000179,2025-01-09,C02017,P004,Home & Office,1,8999,0.078,App,variant,0,8999,8297.08,4,4
O000180,2025-01-09,C01047,P001,Electronics,1,2499,0.088,App,control,0,2499,2279.09,2,5
O000181,2025-01-09,C00220,P010,Home & Office,1,1599,0.02,App,variant,1,1599,0.0,4,3
O000182,2025-01-09,C02076,P005,Home & Office,1,13999,0.116,Marketplace,variant,0,13999,12375.12,4,5
O000183,2025-01-09,C02237,P005,Home & Office,1,13999,0.067,App,control,0,13999,13061.07,6,4
O000184,2025-01-09,C01476,P001,Electronics,1,2499,0.0,Web,variant,0,2499,2499.0,3,5
O000185,2025-01-09,C00699,P005,Home & Office,1,13999,0.088,App,control,0,13999,12767.09,5,5
O000186,2025-01-09,C00208,P004,Home & Office,1,8999,0.074,App,control,0,8999,8333.07,3,3
O000187,2025-01-09,C01266,P012,Beauty,1,1799,0.02,Web,variant,0,1799,1763.02,2,5
O000188,2025-01-09,C00653,P010,Home & Office,3,1599,0.139,App,variant,0,4797,4130.22,4,4
O000189,2025-01-09,C02273,P011,Beauty,1,1299,0.055,App,variant,0,1299,1227.55,1,4
O000190,2025-01-09,C00727,P005,Home & Office,2,13999,0.037,App,control,1,27998,0.0,5,3
O000191,2025-01-09,C00818,P004,Home & Office,1,8999,0.147,Web,variant,0,8999,7676.15,1,4
O000192,2025-01-09,C02245,P009,Electronics,1,2199,0.105,App,control,0,2199,1968.1,3,5
O000193,2025-01-09,C02217,P009,Electronics,1,2199,0.023,App,variant,0,2199,2148.42,2,3
O000194,2025-01-09,C01401,P003,Electronics,1,3499,0.08,App,control,0,3499,3219.08,3,2
O000195,2025-01-09,C00701,P003,Electronics,1,3499,0.034,App,variant,0,3499,3380.03,7,3
O000196,2025-01-09,C02226,P003,Electronics,4,3499,0.006,App,variant,0,13996,13912.02,2,4
O000197,2025-01-10,C00748,P007,Fashion,1,3299,0.001,App,control,0,3299,3295.7,2,4
O000198,2025-01-10,C00183,P001,Electronics,1,2499,0.122,Web,variant,1,2499,0.0,2,2
O000199,2025-01-10,C00388,P004,Home & Office,1,8999,0.034,Web,variant,0,8999,8693.03,6,4
O000200,2025-01-10,C00499,P009,Electronics,1,2199,0.022,App,control,0,2199,2150.62,3,4
O000201,2025-01-10,C01179,P012,Beauty,2,1799,0.068,App,variant,0,3598,3353.34,4,5
O000202,2025-01-10,C01655,P008,Fashion,1,1899,0.235,App,variant,0,1899,1452.74,3,4
O000203,2025-01-10,C01623,P003,Electronics,1,3499,0.109,Marketplace,control,0,3499,3117.61,4,4
O000204,2025-01-10,C00525,P008,Fashion,1,1899,0.13,App,variant,0,1899,1652.13,4,5
O000205,2025-01-10,C01861,P006,Home & Office,1,4599,0.024,Web,control,0,4599,4488.62,7,4
O000206,2025-01-10,C00480,P010,Home & Office,1,1599,0.107,App,variant,1,1599,0.0,3,2
O000207,2025-01-10,C01591,P011,Beauty,1,1299,0.081,Web,variant,0,1299,1193.78,3,4
O000208,2025-01-10,C01738,P003,Electronics,2,3499,0.039,App,control,0,6998,6725.08,5,5
O000209,2025-01-10,C01103,P012,Beauty,1,1799,0.068,Web,variant,0,1799,1676.67,2,4
O000210,2025-01-10,C01852,P009,Electronics,1,2199,0.043,App,control,1,2199,0.0,4,3
O000211,2025-01-10,C01453,P010,Home & Office,1,1599,0.089,App,control,0,1599,1456.69,5,4
O000212,2025-01-10,C02362,P007,Fashion,2,3299,0.068,Web,variant,0,6598,6149.34,5,4
O000213,2025-01-10,C00320,P008,Fashion,1,1899,0.043,Web,control,0,1899,1817.34,4,5
O000214,2025-01-10,C01186,P010,Home & Office,1,1599,0.066,Marketplace,variant,0,1599,1493.47,2,4
O000215,2025-01-10,C00477,P011,Beauty,2,1299,0.133,Web,control,0,2598,2252.47,3,4
O000216,2025-01-10,C01800,P002,Electronics,1,4999,0.012,App,variant,0,4999,4939.01,1,5
O000217,2025-01-10,C00784,P003,Electronics,3,3499,0.048,Web,variant,0,10497,9993.14,5,4
O000218,2025-01-10,C00148,P007,Fashion,3,3299,0.101,App,control,0,9897,8897.4,4,5
O000219,2025-01-10,C00840,P002,Electronics,2,4999,0.045,App,variant,0,9998,9548.09,4,4
O000220,2025-01-10,C00285,P006,Home & Office,2,4599,0.156,App,variant,0,9198,7763.11,7,4
O000221,2025-01-10,C00948,P007,Fashion,1,3299,0.149,Web,variant,0,3299,2807.45,3,4
O000222,2025-01-10,C00938,P011,Beauty,1,1299,0.153,Web,control,0,1299,1100.25,6,5
O000223,2025-01-10,C01241,P011,Beauty,1,1299,0.119,App,variant,0,1299,1144.42,2,5
O000224,2025-01-10,C00549,P006,Home & Office,2,4599,0.139,Web,variant,0,9198,7919.48,7,4
O000225,2025-01-10,C00127,P005,Home & Office,2,13999,0.081,Web,control,0,27998,25730.16,3,4
O000226,2025-01-10,C00564,P009,Electronics,2,2199,0.046,App,variant,0,4398,4195.69,5,4
O000227,2025-01-10,C01599,P003,Electronics,3,3499,0.05,App,control,0,10497,9972.15,2,5
O000228,2025-01-11,C02402,P005,Home & Office,1,13999,0.0,Marketplace,control,0,13999,13999.0,3,4
O000229,2025-01-11,C00567,P005,Home & Office,2,13999,0.059,Web,variant,0,27998,26346.12,7,4
O000230,2025-01-11,C02057,P008,Fashion,1,1899,0.063,App,control,0,1899,1779.36,3,5
O000231,2025-01-11,C00520,P008,Fashion,2,1899,0.07,App,variant,0,3798,3532.14,5,4
O000232,2025-01-11,C02259,P001,Electronics,1,2499,0.231,App,variant,0,2499,1921.73,3,4
O000233,2025-01-11,C00101,P006,Home & Office,2,4599,0.036,App,variant,0,9198,8866.87,4,5
O000234,2025-01-11,C00456,P012,Beauty,1,1799,0.067,App,control,0,1799,1678.47,4,3
O000235,2025-01-11,C01071,P006,Home & Office,1,4599,0.209,Web,control,0,4599,3637.81,4,5
O000236,2025-01-11,C02328,P011,Beauty,1,1299,0.039,App,variant,0,1299,1248.34,3,4
O000237,2025-01-11,C00322,P010,Home & Office,3,1599,0.018,App,variant,0,4797,4710.65,2,3
O000238,2025-01-11,C01420,P002,Electronics,1,4999,0.069,App,control,0,4999,4654.07,1,5
O000239,2025-01-11,C00709,P005,Home & Office,1,13999,0.039,App,variant,0,13999,13453.04,4,3
O000240,2025-01-11,C01345,P006,Home & Office,1,4599,0.146,App,control,1,4599,0.0,4,4
O000241,2025-01-11,C00077,P003,Electronics,1,3499,0.089,Web,control,1,3499,0.0,5,5
O000242,2025-01-11,C01127,P001,Electronics,3,2499,0.014,App,variant,0,7497,7392.04,6,5
O000243,2025-01-11,C01032,P009,Electronics,1,2199,0.099,App,variant,0,2199,1981.3,2,4
O000244,2025-01-11,C01659,P002,Electronics,4,4999,0.092,App,variant,0,19996,18156.37,6,5
O000245,2025-01-11,C01811,P004,Home & Office,1,8999,0.0,Web,control,0,8999,8999.0,2,5
O000246,2025-01-12,C01774,P009,Electronics,3,2199,0.107,App,control,0,6597,5891.12,4,4
O000247,2025-01-12,C00818,P009,Electronics,1,2199,0.11,App,control,0,2199,1957.11,2,4
O000248,2025-01-12,C01890,P008,Fashion,1,1899,0.0,App,control,0,1899,1899.0,2,4
O000249,2025-01-12,C00010,P004,Home & Office,1,8999,0.007,Marketplace,variant,0,8999,8936.01,1,5
O000250,2025-01-12,C00578,P001,Electronics,1,2499,0.059,Web,control,0,2499,2351.56,3,5
O000251,2025-01-12,C02057,P011,Beauty,1,1299,0.043,Web,variant,0,1299,1243.14,7,4
O000252,2025-01-12,C01663,P011,Beauty,1,1299,0.116,Web,control,0,1299,1148.32,3,4
O000253,2025-01-12,C01776,P007,Fashion,1,3299,0.054,App,control,0,3299,3120.85,1,4
O000254,2025-01-12,C01690,P002,Electronics,3,4999,0.069,Web,variant,0,14997,13962.21,4,5
O000255,2025-01-12,C02439,P008,Fashion,2,1899,0.016,Marketplace,control,0,3798,3737.23,2,5
O000256,2025-01-12,C00116,P010,Home & Office,3,1599,0.137,Web,variant,0,4797,4139.81,1,4
O000257,2025-01-12,C01064,P010,Home & Office,2,1599,0.034,Web,control,0,3198,3089.27,5,4
O000258,2025-01-12,C01381,P011,Beauty,1,1299,0.018,Web,variant,0,1299,1275.62,3,4
O000259,2025-01-12,C01819,P002,Electronics,1,4999,0.083,Web,control,0,4999,4584.08,7,3
O000260,2025-01-12,C02022,P010,Home & Office,1,1599,0.144,App,control,0,1599,1368.74,4,4
O000261,2025-01-12,C02166,P003,Electronics,2,3499,0.107,App,variant,0,6998,6249.21,3,5
O000262,2025-01-12,C00071,P006,Home & Office,2,4599,0.046,Web,variant,0,9198,8774.89,7,4
O000263,2025-01-12,C00678,P004,Home & Office,1,8999,0.056,Marketplace,variant,0,8999,8495.06,6,3
O000264,2025-01-12,C01684,P002,Electronics,1,4999,0.0,Marketplace,control,0,4999,4999.0,3,4
O000265,2025-01-12,C00882,P001,Electronics,1,2499,0.195,App,control,0,2499,2011.7,3,4
O000266,2025-01-12,C00477,P003,Electronics,1,3499,0.173,Web,control,0,3499,2893.67,3,4
O000267,2025-01-12,C00438,P004,Home & Office,1,8999,0.097,Web,control,0,8999,8126.1,4,4
O000268,2025-01-12,C01878,P009,Electronics,1,2199,0.079,App,control,0,2199,2025.28,4,4
O000269,2025-01-12,C00149,P009,Electronics,2,2199,0.012,Web,control,0,4398,4345.22,2,3
